date,cryptocurrency_unscaled,cryptocurrency_monthly,isPartial,scale,cryptocurrency
2010-01-01,0,,,,
2010-01-02,0,,,,
2010-01-03,0,56.0,False,0.56,0.0
2010-01-04,0,56.0,,0.56,0.0
2010-01-05,0,56.0,,0.56,0.0
2010-01-06,0,56.0,,0.56,0.0
2010-01-07,0,56.0,,0.56,0.0
2010-01-08,0,56.0,,0.56,0.0
2010-01-09,39,56.0,,0.56,21.840000000000003
2010-01-10,0,55.0,False,0.55,0.0
2010-01-11,0,55.0,,0.55,0.0
2010-01-12,0,55.0,,0.55,0.0
2010-01-13,0,55.0,,0.55,0.0
2010-01-14,0,55.0,,0.55,0.0
2010-01-15,0,55.0,,0.55,0.0
2010-01-16,100,55.0,,0.55,55.00000000000001
2010-01-17,0,0.0,False,0.0,0.0
2010-01-18,77,0.0,,0.0,0.0
2010-01-19,0,0.0,,0.0,0.0
2010-01-20,94,0.0,,0.0,0.0
2010-01-21,0,0.0,,0.0,0.0
2010-01-22,0,0.0,,0.0,0.0
2010-01-23,0,0.0,,0.0,0.0
2010-01-24,0,0.0,False,0.0,0.0
2010-01-25,0,0.0,,0.0,0.0
2010-01-26,0,0.0,,0.0,0.0
2010-01-27,0,0.0,,0.0,0.0
2010-01-28,57,0.0,,0.0,0.0
2010-01-29,0,0.0,,0.0,0.0
2010-01-30,0,0.0,,0.0,0.0
2010-01-31,0,0.0,False,0.0,0.0
2010-02-01,54,0.0,,0.0,0.0
2010-02-02,0,0.0,,0.0,0.0
2010-02-03,0,0.0,,0.0,0.0
2010-02-04,0,0.0,,0.0,0.0
2010-02-05,0,0.0,,0.0,0.0
2010-02-06,91,0.0,,0.0,0.0
2010-02-07,0,0.0,False,0.0,0.0
2010-02-08,0,0.0,,0.0,0.0
2010-02-09,0,0.0,,0.0,0.0
2010-02-10,0,0.0,,0.0,0.0
2010-02-11,0,0.0,,0.0,0.0
2010-02-12,0,0.0,,0.0,0.0
2010-02-13,83,0.0,,0.0,0.0
2010-02-14,0,0.0,False,0.0,0.0
2010-02-15,44,0.0,,0.0,0.0
2010-02-16,100,0.0,,0.0,0.0
2010-02-17,0,0.0,,0.0,0.0
2010-02-18,0,0.0,,0.0,0.0
2010-02-19,0,0.0,,0.0,0.0
2010-02-20,0,0.0,,0.0,0.0
2010-02-21,0,0.0,False,0.0,0.0
2010-02-22,0,0.0,,0.0,0.0
2010-02-23,0,0.0,,0.0,0.0
2010-02-24,0,0.0,,0.0,0.0
2010-02-25,82,0.0,,0.0,0.0
2010-02-26,0,0.0,,0.0,0.0
2010-02-27,0,0.0,,0.0,0.0
2010-02-28,0,0.0,False,0.0,0.0
2010-03-01,0,0.0,,0.0,0.0
2010-03-02,0,0.0,,0.0,0.0
2010-03-03,0,0.0,,0.0,0.0
2010-03-04,0,0.0,,0.0,0.0
2010-03-05,0,0.0,,0.0,0.0
2010-03-06,0,0.0,,0.0,0.0
2010-03-07,48,72.0,False,0.72,34.56
2010-03-08,0,72.0,,0.72,0.0
2010-03-09,0,72.0,,0.72,0.0
2010-03-10,0,72.0,,0.72,0.0
2010-03-11,0,72.0,,0.72,0.0
2010-03-12,0,72.0,,0.72,0.0
2010-03-13,0,72.0,,0.72,0.0
2010-03-14,0,0.0,False,0.0,0.0
2010-03-15,46,0.0,,0.0,0.0
2010-03-16,61,0.0,,0.0,0.0
2010-03-17,0,0.0,,0.0,0.0
2010-03-18,0,0.0,,0.0,0.0
2010-03-19,0,0.0,,0.0,0.0
2010-03-20,85,0.0,,0.0,0.0
2010-03-21,0,0.0,False,0.0,0.0
2010-03-22,0,0.0,,0.0,0.0
2010-03-23,0,0.0,,0.0,0.0
2010-03-24,40,0.0,,0.0,0.0
2010-03-25,0,0.0,,0.0,0.0
2010-03-26,0,0.0,,0.0,0.0
2010-03-27,100,0.0,,0.0,0.0
2010-03-28,0,0.0,False,0.0,0.0
2010-03-29,0,0.0,,0.0,0.0
2010-03-30,0,0.0,,0.0,0.0
2010-03-31,52,0.0,,0.0,0.0
2010-04-01,0,0.0,,0.0,0.0
2010-04-02,0,0.0,,0.0,0.0
2010-04-03,75,0.0,,0.0,0.0
2010-04-04,0,0.0,False,0.0,0.0
2010-04-05,0,0.0,,0.0,0.0
2010-04-06,0,0.0,,0.0,0.0
2010-04-07,67,0.0,,0.0,0.0
2010-04-08,0,0.0,,0.0,0.0
2010-04-09,86,0.0,,0.0,0.0
2010-04-10,69,0.0,,0.0,0.0
2010-04-11,0,0.0,False,0.0,0.0
2010-04-12,0,0.0,,0.0,0.0
2010-04-13,0,0.0,,0.0,0.0
2010-04-14,65,0.0,,0.0,0.0
2010-04-15,0,0.0,,0.0,0.0
2010-04-16,0,0.0,,0.0,0.0
2010-04-17,0,0.0,,0.0,0.0
2010-04-18,0,72.0,False,0.72,0.0
2010-04-19,0,72.0,,0.72,0.0
2010-04-20,0,72.0,,0.72,0.0
2010-04-21,77,72.0,,0.72,55.44
2010-04-22,0,72.0,,0.72,0.0
2010-04-23,100,72.0,,0.72,72.0
2010-04-24,0,72.0,,0.72,0.0
2010-04-25,0,0.0,False,0.0,0.0
2010-04-26,96,0.0,,0.0,0.0
2010-04-27,0,0.0,,0.0,0.0
2010-04-28,0,0.0,,0.0,0.0
2010-04-29,0,0.0,,0.0,0.0
2010-04-30,0,0.0,,0.0,0.0
2010-05-01,0,0.0,,0.0,0.0
2010-05-02,0,0.0,False,0.0,0.0
2010-05-03,0,0.0,,0.0,0.0
2010-05-04,0,0.0,,0.0,0.0
2010-05-05,0,0.0,,0.0,0.0
2010-05-06,0,0.0,,0.0,0.0
2010-05-07,0,0.0,,0.0,0.0
2010-05-08,0,0.0,,0.0,0.0
2010-05-09,0,0.0,False,0.0,0.0
2010-05-10,0,0.0,,0.0,0.0
2010-05-11,0,0.0,,0.0,0.0
2010-05-12,0,0.0,,0.0,0.0
2010-05-13,0,0.0,,0.0,0.0
2010-05-14,30,0.0,,0.0,0.0
2010-05-15,100,0.0,,0.0,0.0
2010-05-16,0,0.0,False,0.0,0.0
2010-05-17,0,0.0,,0.0,0.0
2010-05-18,93,0.0,,0.0,0.0
2010-05-19,0,0.0,,0.0,0.0
2010-05-20,0,0.0,,0.0,0.0
2010-05-21,0,0.0,,0.0,0.0
2010-05-22,0,0.0,,0.0,0.0
2010-05-23,0,0.0,False,0.0,0.0
2010-05-24,0,0.0,,0.0,0.0
2010-05-25,0,0.0,,0.0,0.0
2010-05-26,0,0.0,,0.0,0.0
2010-05-27,0,0.0,,0.0,0.0
2010-05-28,0,0.0,,0.0,0.0
2010-05-29,0,0.0,,0.0,0.0
2010-05-30,46,0.0,False,0.0,0.0
2010-05-31,0,0.0,,0.0,0.0
2010-06-01,0,0.0,,0.0,0.0
2010-06-02,0,0.0,,0.0,0.0
2010-06-03,0,0.0,,0.0,0.0
2010-06-04,0,0.0,,0.0,0.0
2010-06-05,0,0.0,,0.0,0.0
2010-06-06,0,74.0,False,0.74,0.0
2010-06-07,0,74.0,,0.74,0.0
2010-06-08,40,74.0,,0.74,29.6
2010-06-09,0,74.0,,0.74,0.0
2010-06-10,0,74.0,,0.74,0.0
2010-06-11,0,74.0,,0.74,0.0
2010-06-12,0,74.0,,0.74,0.0
2010-06-13,0,0.0,False,0.0,0.0
2010-06-14,0,0.0,,0.0,0.0
2010-06-15,0,0.0,,0.0,0.0
2010-06-16,0,0.0,,0.0,0.0
2010-06-17,52,0.0,,0.0,0.0
2010-06-18,0,0.0,,0.0,0.0
2010-06-19,0,0.0,,0.0,0.0
2010-06-20,63,0.0,False,0.0,0.0
2010-06-21,0,0.0,,0.0,0.0
2010-06-22,0,0.0,,0.0,0.0
2010-06-23,0,0.0,,0.0,0.0
2010-06-24,0,0.0,,0.0,0.0
2010-06-25,0,0.0,,0.0,0.0
2010-06-26,65,0.0,,0.0,0.0
2010-06-27,100,74.0,False,0.74,74.0
2010-06-28,0,74.0,,0.74,0.0
2010-06-29,0,74.0,,0.74,0.0
2010-06-30,0,74.0,,0.74,0.0
2010-07-01,0,74.0,,0.74,0.0
2010-07-02,0,74.0,,0.74,0.0
2010-07-03,0,74.0,,0.74,0.0
2010-07-04,0,40.0,False,0.4,0.0
2010-07-05,0,40.0,,0.4,0.0
2010-07-06,0,40.0,,0.4,0.0
2010-07-07,0,40.0,,0.4,0.0
2010-07-08,0,40.0,,0.4,0.0
2010-07-09,0,40.0,,0.4,0.0
2010-07-10,0,40.0,,0.4,0.0
2010-07-11,0,0.0,False,0.0,0.0
2010-07-12,0,0.0,,0.0,0.0
2010-07-13,0,0.0,,0.0,0.0
2010-07-14,0,0.0,,0.0,0.0
2010-07-15,0,0.0,,0.0,0.0
2010-07-16,0,0.0,,0.0,0.0
2010-07-17,0,0.0,,0.0,0.0
2010-07-18,0,100.0,False,1.0,0.0
2010-07-19,0,100.0,,1.0,0.0
2010-07-20,0,100.0,,1.0,0.0
2010-07-21,0,100.0,,1.0,0.0
2010-07-22,0,100.0,,1.0,0.0
2010-07-23,0,100.0,,1.0,0.0
2010-07-24,0,100.0,,1.0,0.0
2010-07-25,0,0.0,False,0.0,0.0
2010-07-26,0,0.0,,0.0,0.0
2010-07-27,0,0.0,,0.0,0.0
2010-07-28,0,0.0,,0.0,0.0
2010-07-29,0,0.0,,0.0,0.0
2010-07-30,0,0.0,,0.0,0.0
2010-07-31,100,0.0,,0.0,0.0
2010-08-01,0,42.0,False,0.42,0.0
2010-08-02,0,42.0,,0.42,0.0
2010-08-03,0,42.0,,0.42,0.0
2010-08-04,0,42.0,,0.42,0.0
2010-08-05,0,42.0,,0.42,0.0
2010-08-06,0,42.0,,0.42,0.0
2010-08-07,0,42.0,,0.42,0.0
2010-08-08,30,79.0,False,0.79,23.700000000000003
2010-08-09,0,79.0,,0.79,0.0
2010-08-10,44,79.0,,0.79,34.760000000000005
2010-08-11,44,79.0,,0.79,34.760000000000005
2010-08-12,0,79.0,,0.79,0.0
2010-08-13,35,79.0,,0.79,27.650000000000002
2010-08-14,0,79.0,,0.79,0.0
2010-08-15,0,0.0,False,0.0,0.0
2010-08-16,0,0.0,,0.0,0.0
2010-08-17,0,0.0,,0.0,0.0
2010-08-18,0,0.0,,0.0,0.0
2010-08-19,0,0.0,,0.0,0.0
2010-08-20,28,0.0,,0.0,0.0
2010-08-21,0,0.0,,0.0,0.0
2010-08-22,100,0.0,False,0.0,0.0
2010-08-23,0,0.0,,0.0,0.0
2010-08-24,0,0.0,,0.0,0.0
2010-08-25,25,0.0,,0.0,0.0
2010-08-26,0,0.0,,0.0,0.0
2010-08-27,0,0.0,,0.0,0.0
2010-08-28,0,0.0,,0.0,0.0
2010-08-29,34,0.0,False,0.0,0.0
2010-08-30,0,0.0,,0.0,0.0
2010-08-31,0,0.0,,0.0,0.0
2010-09-01,0,0.0,,0.0,0.0
2010-09-02,0,0.0,,0.0,0.0
2010-09-03,0,0.0,,0.0,0.0
2010-09-04,0,0.0,,0.0,0.0
2010-09-05,0,0.0,False,0.0,0.0
2010-09-06,0,0.0,,0.0,0.0
2010-09-07,0,0.0,,0.0,0.0
2010-09-08,0,0.0,,0.0,0.0
2010-09-09,88,0.0,,0.0,0.0
2010-09-10,0,0.0,,0.0,0.0
2010-09-11,0,0.0,,0.0,0.0
2010-09-12,0,0.0,False,0.0,0.0
2010-09-13,0,0.0,,0.0,0.0
2010-09-14,0,0.0,,0.0,0.0
2010-09-15,0,0.0,,0.0,0.0
2010-09-16,0,0.0,,0.0,0.0
2010-09-17,40,0.0,,0.0,0.0
2010-09-18,0,0.0,,0.0,0.0
2010-09-19,0,0.0,False,0.0,0.0
2010-09-20,0,0.0,,0.0,0.0
2010-09-21,0,0.0,,0.0,0.0
2010-09-22,0,0.0,,0.0,0.0
2010-09-23,0,0.0,,0.0,0.0
2010-09-24,0,0.0,,0.0,0.0
2010-09-25,100,0.0,,0.0,0.0
2010-09-26,0,0.0,False,0.0,0.0
2010-09-27,0,0.0,,0.0,0.0
2010-09-28,0,0.0,,0.0,0.0
2010-09-29,0,0.0,,0.0,0.0
2010-09-30,0,0.0,,0.0,0.0
2010-10-01,0,0.0,,0.0,0.0
2010-10-02,78,0.0,,0.0,0.0
2010-10-03,0,0.0,False,0.0,0.0
2010-10-04,0,0.0,,0.0,0.0
2010-10-05,0,0.0,,0.0,0.0
2010-10-06,47,0.0,,0.0,0.0
2010-10-07,0,0.0,,0.0,0.0
2010-10-08,0,0.0,,0.0,0.0
2010-10-09,0,0.0,,0.0,0.0
2010-10-10,0,0.0,False,0.0,0.0
2010-10-11,0,0.0,,0.0,0.0
2010-10-12,100,0.0,,0.0,0.0
2010-10-13,0,0.0,,0.0,0.0
2010-10-14,0,0.0,,0.0,0.0
2010-10-15,0,0.0,,0.0,0.0
2010-10-16,0,0.0,,0.0,0.0
2010-10-17,0,55.0,False,0.55,0.0
2010-10-18,0,55.0,,0.55,0.0
2010-10-19,0,55.0,,0.55,0.0
2010-10-20,0,55.0,,0.55,0.0
2010-10-21,0,55.0,,0.55,0.0
2010-10-22,0,55.0,,0.55,0.0
2010-10-23,0,55.0,,0.55,0.0
2010-10-24,0,0.0,False,0.0,0.0
2010-10-25,0,0.0,,0.0,0.0
2010-10-26,0,0.0,,0.0,0.0
2010-10-27,0,0.0,,0.0,0.0
2010-10-28,0,0.0,,0.0,0.0
2010-10-29,0,0.0,,0.0,0.0
2010-10-30,0,0.0,,0.0,0.0
2010-10-31,0,0.0,False,0.0,0.0
2010-11-01,0,0.0,,0.0,0.0
2010-11-02,0,0.0,,0.0,0.0
2010-11-03,0,0.0,,0.0,0.0
2010-11-04,0,0.0,,0.0,0.0
2010-11-05,0,0.0,,0.0,0.0
2010-11-06,0,0.0,,0.0,0.0
2010-11-07,0,48.0,False,0.48,0.0
2010-11-08,0,48.0,,0.48,0.0
2010-11-09,0,48.0,,0.48,0.0
2010-11-10,0,48.0,,0.48,0.0
2010-11-11,0,48.0,,0.48,0.0
2010-11-12,0,48.0,,0.48,0.0
2010-11-13,0,48.0,,0.48,0.0
2010-11-14,0,0.0,False,0.0,0.0
2010-11-15,0,0.0,,0.0,0.0
2010-11-16,0,0.0,,0.0,0.0
2010-11-17,0,0.0,,0.0,0.0
2010-11-18,0,0.0,,0.0,0.0
2010-11-19,42,0.0,,0.0,0.0
2010-11-20,0,0.0,,0.0,0.0
2010-11-21,0,0.0,False,0.0,0.0
2010-11-22,0,0.0,,0.0,0.0
2010-11-23,100,0.0,,0.0,0.0
2010-11-24,0,0.0,,0.0,0.0
2010-11-25,0,0.0,,0.0,0.0
2010-11-26,94,0.0,,0.0,0.0
2010-11-27,0,0.0,,0.0,0.0
2010-11-28,0,0.0,False,0.0,0.0
2010-11-29,71,0.0,,0.0,0.0
2010-11-30,0,0.0,,0.0,0.0
2010-12-01,0,0.0,,0.0,0.0
2010-12-02,25,0.0,,0.0,0.0
2010-12-03,0,0.0,,0.0,0.0
2010-12-04,0,0.0,,0.0,0.0
2010-12-05,0,0.0,False,0.0,0.0
2010-12-06,0,0.0,,0.0,0.0
2010-12-07,13,0.0,,0.0,0.0
2010-12-08,0,0.0,,0.0,0.0
2010-12-09,0,0.0,,0.0,0.0
2010-12-10,0,0.0,,0.0,0.0
2010-12-11,0,0.0,,0.0,0.0
2010-12-12,0,0.0,False,0.0,0.0
2010-12-13,0,0.0,,0.0,0.0
2010-12-14,0,0.0,,0.0,0.0
2010-12-15,15,0.0,,0.0,0.0
2010-12-16,0,0.0,,0.0,0.0
2010-12-17,24,0.0,,0.0,0.0
2010-12-18,0,0.0,,0.0,0.0
2010-12-19,0,0.0,False,0.0,0.0
2010-12-20,13,0.0,,0.0,0.0
2010-12-21,0,0.0,,0.0,0.0
2010-12-22,0,0.0,,0.0,0.0
2010-12-23,15,0.0,,0.0,0.0
2010-12-24,0,0.0,,0.0,0.0
2010-12-25,100,0.0,,0.0,0.0
2010-12-26,31,0.0,False,0.0,0.0
2010-12-27,18,0.0,,0.0,0.0
2010-12-28,0,0.0,,0.0,0.0
2010-12-29,0,0.0,,0.0,0.0
2010-12-30,0,0.0,,0.0,0.0
2010-12-31,0,0.0,,0.0,0.0
2011-01-01,0,0.0,,0.0,0.0
2011-01-02,0,0.0,False,0.0,0.0
2011-01-03,0,0.0,,0.0,0.0
2011-01-04,0,0.0,,0.0,0.0
2011-01-05,0,0.0,,0.0,0.0
2011-01-06,0,0.0,,0.0,0.0
2011-01-07,0,0.0,,0.0,0.0
2011-01-08,0,0.0,,0.0,0.0
2011-01-09,0,0.0,False,0.0,0.0
2011-01-10,0,0.0,,0.0,0.0
2011-01-11,0,0.0,,0.0,0.0
2011-01-12,62,0.0,,0.0,0.0
2011-01-13,0,0.0,,0.0,0.0
2011-01-14,0,0.0,,0.0,0.0
2011-01-15,92,0.0,,0.0,0.0
2011-01-16,0,0.0,False,0.0,0.0
2011-01-17,0,0.0,,0.0,0.0
2011-01-18,0,0.0,,0.0,0.0
2011-01-19,0,0.0,,0.0,0.0
2011-01-20,0,0.0,,0.0,0.0
2011-01-21,0,0.0,,0.0,0.0
2011-01-22,0,0.0,,0.0,0.0
2011-01-23,0,47.0,False,0.47,0.0
2011-01-24,0,47.0,,0.47,0.0
2011-01-25,0,47.0,,0.47,0.0
2011-01-26,0,47.0,,0.47,0.0
2011-01-27,0,47.0,,0.47,0.0
2011-01-28,0,47.0,,0.47,0.0
2011-01-29,100,47.0,,0.47,47.0
2011-01-30,0,0.0,False,0.0,0.0
2011-01-31,0,0.0,,0.0,0.0
2011-02-01,27,0.0,,0.0,0.0
2011-02-02,0,0.0,,0.0,0.0
2011-02-03,0,0.0,,0.0,0.0
2011-02-04,0,0.0,,0.0,0.0
2011-02-05,0,0.0,,0.0,0.0
2011-02-06,0,0.0,False,0.0,0.0
2011-02-07,59,0.0,,0.0,0.0
2011-02-08,25,0.0,,0.0,0.0
2011-02-09,0,0.0,,0.0,0.0
2011-02-10,0,0.0,,0.0,0.0
2011-02-11,0,0.0,,0.0,0.0
2011-02-12,0,0.0,,0.0,0.0
2011-02-13,100,0.0,False,0.0,0.0
2011-02-14,0,0.0,,0.0,0.0
2011-02-15,0,0.0,,0.0,0.0
2011-02-16,0,0.0,,0.0,0.0
2011-02-17,0,0.0,,0.0,0.0
2011-02-18,0,0.0,,0.0,0.0
2011-02-19,0,0.0,,0.0,0.0
2011-02-20,0,0.0,False,0.0,0.0
2011-02-21,0,0.0,,0.0,0.0
2011-02-22,0,0.0,,0.0,0.0
2011-02-23,0,0.0,,0.0,0.0
2011-02-24,0,0.0,,0.0,0.0
2011-02-25,52,0.0,,0.0,0.0
2011-02-26,67,0.0,,0.0,0.0
2011-02-27,0,0.0,False,0.0,0.0
2011-02-28,33,0.0,,0.0,0.0
2011-03-01,0,0.0,,0.0,0.0
2011-03-02,19,0.0,,0.0,0.0
2011-03-03,16,0.0,,0.0,0.0
2011-03-04,0,0.0,,0.0,0.0
2011-03-05,0,0.0,,0.0,0.0
2011-03-06,0,42.0,False,0.42,0.0
2011-03-07,0,42.0,,0.42,0.0
2011-03-08,0,42.0,,0.42,0.0
2011-03-09,0,42.0,,0.42,0.0
2011-03-10,0,42.0,,0.42,0.0
2011-03-11,33,42.0,,0.42,13.86
2011-03-12,0,42.0,,0.42,0.0
2011-03-13,0,0.0,False,0.0,0.0
2011-03-14,0,0.0,,0.0,0.0
2011-03-15,22,0.0,,0.0,0.0
2011-03-16,0,0.0,,0.0,0.0
2011-03-17,0,0.0,,0.0,0.0
2011-03-18,0,0.0,,0.0,0.0
2011-03-19,100,0.0,,0.0,0.0
2011-03-20,50,0.0,False,0.0,0.0
2011-03-21,0,0.0,,0.0,0.0
2011-03-22,34,0.0,,0.0,0.0
2011-03-23,0,0.0,,0.0,0.0
2011-03-24,21,0.0,,0.0,0.0
2011-03-25,0,0.0,,0.0,0.0
2011-03-26,0,0.0,,0.0,0.0
2011-03-27,0,0.0,False,0.0,0.0
2011-03-28,0,0.0,,0.0,0.0
2011-03-29,0,0.0,,0.0,0.0
2011-03-30,0,0.0,,0.0,0.0
2011-03-31,0,0.0,,0.0,0.0
2011-04-01,0,0.0,,0.0,0.0
2011-04-02,0,0.0,,0.0,0.0
2011-04-03,0,0.0,False,0.0,0.0
2011-04-04,0,0.0,,0.0,0.0
2011-04-05,0,0.0,,0.0,0.0
2011-04-06,0,0.0,,0.0,0.0
2011-04-07,0,0.0,,0.0,0.0
2011-04-08,0,0.0,,0.0,0.0
2011-04-09,0,0.0,,0.0,0.0
2011-04-10,0,0.0,False,0.0,0.0
2011-04-11,0,0.0,,0.0,0.0
2011-04-12,0,0.0,,0.0,0.0
2011-04-13,0,0.0,,0.0,0.0
2011-04-14,0,0.0,,0.0,0.0
2011-04-15,0,0.0,,0.0,0.0
2011-04-16,0,0.0,,0.0,0.0
2011-04-17,100,0.0,False,0.0,0.0
2011-04-18,0,0.0,,0.0,0.0
2011-04-19,0,0.0,,0.0,0.0
2011-04-20,0,0.0,,0.0,0.0
2011-04-21,0,0.0,,0.0,0.0
2011-04-22,15,0.0,,0.0,0.0
2011-04-23,0,0.0,,0.0,0.0
2011-04-24,0,0.0,False,0.0,0.0
2011-04-25,0,0.0,,0.0,0.0
2011-04-26,0,0.0,,0.0,0.0
2011-04-27,0,0.0,,0.0,0.0
2011-04-28,0,0.0,,0.0,0.0
2011-04-29,0,0.0,,0.0,0.0
2011-04-30,0,0.0,,0.0,0.0
2011-05-01,0,25.0,False,0.25,0.0
2011-05-02,0,25.0,,0.25,0.0
2011-05-03,0,25.0,,0.25,0.0
2011-05-04,35,25.0,,0.25,8.75
2011-05-05,0,25.0,,0.25,0.0
2011-05-06,0,25.0,,0.25,0.0
2011-05-07,0,25.0,,0.25,0.0
2011-05-08,0,0.0,False,0.0,0.0
2011-05-09,50,0.0,,0.0,0.0
2011-05-10,0,0.0,,0.0,0.0
2011-05-11,0,0.0,,0.0,0.0
2011-05-12,0,0.0,,0.0,0.0
2011-05-13,0,0.0,,0.0,0.0
2011-05-14,0,0.0,,0.0,0.0
2011-05-15,0,21.0,False,0.21,0.0
2011-05-16,100,21.0,,0.21,21.0
2011-05-17,0,21.0,,0.21,0.0
2011-05-18,0,21.0,,0.21,0.0
2011-05-19,0,21.0,,0.21,0.0
2011-05-20,0,21.0,,0.21,0.0
2011-05-21,0,21.0,,0.21,0.0
2011-05-22,0,0.0,False,0.0,0.0
2011-05-23,0,0.0,,0.0,0.0
2011-05-24,41,0.0,,0.0,0.0
2011-05-25,0,0.0,,0.0,0.0
2011-05-26,0,0.0,,0.0,0.0
2011-05-27,0,0.0,,0.0,0.0
2011-05-28,0,0.0,,0.0,0.0
2011-05-29,69,43.0,False,0.43,29.669999999999998
2011-05-30,51,43.0,,0.43,21.93
2011-05-31,0,43.0,,0.43,0.0
2011-06-01,0,43.0,,0.43,0.0
2011-06-02,0,43.0,,0.43,0.0
2011-06-03,0,43.0,,0.43,0.0
2011-06-04,0,43.0,,0.43,0.0
2011-06-05,0,26.0,False,0.26,0.0
2011-06-06,0,26.0,,0.26,0.0
2011-06-07,0,26.0,,0.26,0.0
2011-06-08,0,26.0,,0.26,0.0
2011-06-09,0,26.0,,0.26,0.0
2011-06-10,0,26.0,,0.26,0.0
2011-06-11,0,26.0,,0.26,0.0
2011-06-12,0,33.0,False,0.33,0.0
2011-06-13,0,33.0,,0.33,0.0
2011-06-14,0,33.0,,0.33,0.0
2011-06-15,68,33.0,,0.33,22.44
2011-06-16,0,33.0,,0.33,0.0
2011-06-17,0,33.0,,0.33,0.0
2011-06-18,0,33.0,,0.33,0.0
2011-06-19,0,0.0,False,0.0,0.0
2011-06-20,0,0.0,,0.0,0.0
2011-06-21,0,0.0,,0.0,0.0
2011-06-22,0,0.0,,0.0,0.0
2011-06-23,0,0.0,,0.0,0.0
2011-06-24,43,0.0,,0.0,0.0
2011-06-25,0,0.0,,0.0,0.0
2011-06-26,0,0.0,False,0.0,0.0
2011-06-27,100,0.0,,0.0,0.0
2011-06-28,0,0.0,,0.0,0.0
2011-06-29,0,0.0,,0.0,0.0
2011-06-30,0,0.0,,0.0,0.0
2011-07-01,0,0.0,,0.0,0.0
2011-07-02,0,0.0,,0.0,0.0
2011-07-03,0,0.0,False,0.0,0.0
2011-07-04,0,0.0,,0.0,0.0
2011-07-05,100,0.0,,0.0,0.0
2011-07-06,36,0.0,,0.0,0.0
2011-07-07,0,0.0,,0.0,0.0
2011-07-08,0,0.0,,0.0,0.0
2011-07-09,0,0.0,,0.0,0.0
2011-07-10,0,0.0,False,0.0,0.0
2011-07-11,0,0.0,,0.0,0.0
2011-07-12,0,0.0,,0.0,0.0
2011-07-13,0,0.0,,0.0,0.0
2011-07-14,0,0.0,,0.0,0.0
2011-07-15,50,0.0,,0.0,0.0
2011-07-16,0,0.0,,0.0,0.0
2011-07-17,0,0.0,False,0.0,0.0
2011-07-18,0,0.0,,0.0,0.0
2011-07-19,0,0.0,,0.0,0.0
2011-07-20,0,0.0,,0.0,0.0
2011-07-21,0,0.0,,0.0,0.0
2011-07-22,0,0.0,,0.0,0.0
2011-07-23,0,0.0,,0.0,0.0
2011-07-24,49,0.0,False,0.0,0.0
2011-07-25,72,0.0,,0.0,0.0
2011-07-26,0,0.0,,0.0,0.0
2011-07-27,0,0.0,,0.0,0.0
2011-07-28,0,0.0,,0.0,0.0
2011-07-29,0,0.0,,0.0,0.0
2011-07-30,0,0.0,,0.0,0.0
2011-07-31,0,0.0,False,0.0,0.0
2011-08-01,0,0.0,,0.0,0.0
2011-08-02,0,0.0,,0.0,0.0
2011-08-03,0,0.0,,0.0,0.0
2011-08-04,0,0.0,,0.0,0.0
2011-08-05,0,0.0,,0.0,0.0
2011-08-06,82,0.0,,0.0,0.0
2011-08-07,0,40.0,False,0.4,0.0
2011-08-08,0,40.0,,0.4,0.0
2011-08-09,0,40.0,,0.4,0.0
2011-08-10,0,40.0,,0.4,0.0
2011-08-11,23,40.0,,0.4,9.200000000000001
2011-08-12,0,40.0,,0.4,0.0
2011-08-13,100,40.0,,0.4,40.0
2011-08-14,0,0.0,False,0.0,0.0
2011-08-15,0,0.0,,0.0,0.0
2011-08-16,0,0.0,,0.0,0.0
2011-08-17,0,0.0,,0.0,0.0
2011-08-18,0,0.0,,0.0,0.0
2011-08-19,0,0.0,,0.0,0.0
2011-08-20,0,0.0,,0.0,0.0
2011-08-21,0,0.0,False,0.0,0.0
2011-08-22,0,0.0,,0.0,0.0
2011-08-23,45,0.0,,0.0,0.0
2011-08-24,0,0.0,,0.0,0.0
2011-08-25,0,0.0,,0.0,0.0
2011-08-26,0,0.0,,0.0,0.0
2011-08-27,0,0.0,,0.0,0.0
2011-08-28,0,0.0,False,0.0,0.0
2011-08-29,0,0.0,,0.0,0.0
2011-08-30,0,0.0,,0.0,0.0
2011-08-31,0,0.0,,0.0,0.0
2011-09-01,0,0.0,,0.0,0.0
2011-09-02,0,0.0,,0.0,0.0
2011-09-03,0,0.0,,0.0,0.0
2011-09-04,95,34.0,False,0.34,32.300000000000004
2011-09-05,100,34.0,,0.34,34.0
2011-09-06,0,34.0,,0.34,0.0
2011-09-07,0,34.0,,0.34,0.0
2011-09-08,56,34.0,,0.34,19.040000000000003
2011-09-09,0,34.0,,0.34,0.0
2011-09-10,0,34.0,,0.34,0.0
2011-09-11,0,0.0,False,0.0,0.0
2011-09-12,0,0.0,,0.0,0.0
2011-09-13,0,0.0,,0.0,0.0
2011-09-14,0,0.0,,0.0,0.0
2011-09-15,0,0.0,,0.0,0.0
2011-09-16,86,0.0,,0.0,0.0
2011-09-17,0,0.0,,0.0,0.0
2011-09-18,0,0.0,False,0.0,0.0
2011-09-19,0,0.0,,0.0,0.0
2011-09-20,98,0.0,,0.0,0.0
2011-09-21,0,0.0,,0.0,0.0
